TK,LOCALITY,bandavedailycbu,totaconsumption,totaldays,average_daily_consumption,totalparoxes,YYYYMM
14342,ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ,Κλάση A,611,18132,0.0,586,Jan-23
14342,ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ,Κλάση Β,10177,38541,0.3,1244,Jan-23
14342,ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ,Κλάση Γ,3382,5561,0.6,180,Jan-23
14342,ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ,Κλάση Δ,414,248,1.7,8,Jan-23
14343,ΝΕΑ ΧΑΛΚΗΔΟΝΑ,Κλάση A,1657,55893,0.0,1809,Jan-23
14343,ΝΕΑ ΧΑΛΚΗΔΟΝΑ,Κλάση Β,28831,107170,0.3,3458,Jan-23
14343,ΝΕΑ ΧΑΛΚΗΔΟΝΑ,Κλάση Γ,10762,17358,0.6,560,Jan-23
14343,ΝΕΑ ΧΑΛΚΗΔΟΝΑ,Κλάση Δ,1910,1054,1.8,34,Jan-23
14343,ΝΕΑ ΧΑΛΚΗΔΟΝΑ,Κλάση Ε,1618,124,13.1,4,Jan-23
14451,ΜΕΤΑΜΟΡΦΩΣΗ,Κλάση A,1486,49694,0.0,1609,Jan-23
14451,ΜΕΤΑΜΟΡΦΩΣΗ,Κλάση Β,38431,133732,0.3,4318,Jan-23
14451,ΜΕΤΑΜΟΡΦΩΣΗ,Κλάση Γ,16288,26068,0.6,844,Jan-23
14451,ΜΕΤΑΜΟΡΦΩΣΗ,Κλάση Δ,3895,2284,1.7,75,Jan-23
14451,ΜΕΤΑΜΟΡΦΩΣΗ,Κλάση Ε,5142,310,16.6,10,Jan-23
14452,ΜΕΤΑΜΟΡΦΩΣΗ,Κλάση A,2010,65446,0.0,2120,Jan-23
14452,ΜΕΤΑΜΟΡΦΩΣΗ,Κλάση Β,47926,167009,0.3,5390,Jan-23
14452,ΜΕΤΑΜΟΡΦΩΣΗ,Κλάση Γ,21455,34122,0.6,1102,Jan-23
14452,ΜΕΤΑΜΟΡΦΩΣΗ,Κλάση Δ,5642,3040,1.9,99,Jan-23
14452,ΜΕΤΑΜΟΡΦΩΣΗ,Κλάση Ε,55424,589,94.1,19,Jan-23
14561,ΑΓ. ΚΥΡΙΑΚΗ,Κλάση Β,60,248,0.2,8,Jan-23
14561,ΑΓ. ΚΥΡΙΑΚΗ,Κλάση Γ,141,217,0.7,7,Jan-23
14561,ΚΑΤΩ ΚΗΦΙΣΙΑ,Κλάση A,1057,38442,0.0,1258,Jan-23
14561,ΚΑΤΩ ΚΗΦΙΣΙΑ,Κλάση Β,27648,98455,0.3,3181,Jan-23
14561,ΚΑΤΩ ΚΗΦΙΣΙΑ,Κλάση Γ,15289,23703,0.7,767,Jan-23
14561,ΚΑΤΩ ΚΗΦΙΣΙΑ,Κλάση Δ,3712,2515,1.5,82,Jan-23
14561,ΚΑΤΩ ΚΗΦΙΣΙΑ,Κλάση Ε,1380,155,8.9,5,Jan-23
14561,ΚΗΦΙΣΙΑ,Κλάση A,919,32544,0.0,1063,Jan-23
14561,ΚΗΦΙΣΙΑ,Κλάση Β,17562,63930,0.3,2067,Jan-23
14561,ΚΗΦΙΣΙΑ,Κλάση Γ,10910,17082,0.6,555,Jan-23
14561,ΚΗΦΙΣΙΑ,Κλάση Δ,5420,3401,1.6,112,Jan-23
14561,ΚΗΦΙΣΙΑ,Κλάση Ε,9300,171,54.4,6,Jan-23
14561,ΝΕΑ ΚΗΦΙΣΙΑ,Κλάση A,51,1676,0.0,56,Jan-23
14561,ΝΕΑ ΚΗΦΙΣΙΑ,Κλάση Β,1615,5455,0.3,176,Jan-23
14561,ΝΕΑ ΚΗΦΙΣΙΑ,Κλάση Γ,1335,1984,0.7,64,Jan-23
14561,ΝΕΑ ΚΗΦΙΣΙΑ,Κλάση Δ,109,62,1.8,2,Jan-23
14562,ΑΛΩΝΙΑ,Κλάση A,616,22107,0.0,716,Jan-23
14562,ΑΛΩΝΙΑ,Κλάση Β,8946,33896,0.3,1094,Jan-23
14562,ΑΛΩΝΙΑ,Κλάση Γ,5324,8211,0.7,265,Jan-23
14562,ΑΛΩΝΙΑ,Κλάση Δ,3048,1581,1.9,51,Jan-23
14562,ΑΛΩΝΙΑ,Κλάση Ε,3013,248,12.2,8,Jan-23
14562,ΚΕΦΑΛΑΡΙ,Κλάση A,595,22628,0.0,733,Jan-23
14562,ΚΕΦΑΛΑΡΙ,Κλάση Β,10335,37107,0.3,1198,Jan-23
14562,ΚΕΦΑΛΑΡΙ,Κλάση Γ,10036,14969,0.7,484,Jan-23
14562,ΚΕΦΑΛΑΡΙ,Κλάση Δ,6343,3851,1.7,125,Jan-23
14562,ΚΕΦΑΛΑΡΙ,Κλάση Ε,5352,496,10.8,16,Jan-23
14562,ΚΗΦΙΣΙΑ,Κλάση A,295,11811,0.0,385,Jan-23
14562,ΚΗΦΙΣΙΑ,Κλάση Β,3591,13914,0.3,452,Jan-23
14562,ΚΗΦΙΣΙΑ,Κλάση Γ,2418,3596,0.7,116,Jan-23
14562,ΚΗΦΙΣΙΑ,Κλάση Δ,2897,1440,2.0,47,Jan-23
14562,ΚΗΦΙΣΙΑ,Κλάση Ε,4022,341,11.8,11,Jan-23
14562,ΚΟΚΚΙΝΑΡΑΣ,Κλάση A,180,7360,0.0,239,Jan-23
14562,ΚΟΚΚΙΝΑΡΑΣ,Κλάση Β,4618,15495,0.3,501,Jan-23
14562,ΚΟΚΚΙΝΑΡΑΣ,Κλάση Γ,4790,7246,0.7,235,Jan-23
14562,ΚΟΚΚΙΝΑΡΑΣ,Κλάση Δ,1611,1147,1.4,37,Jan-23
14562,ΚΟΚΚΙΝΑΡΑΣ,Κλάση Ε,5646,62,91.1,2,Jan-23
14562,ΜΑΡΟΥΣΙ,Κλάση A,3,62,0.1,2,Jan-23
14562,ΠΑΛΙΑΓΙΑΝΝΗ,Κλάση A,96,3853,0.0,125,Jan-23
14562,ΠΑΛΙΑΓΙΑΝΝΗ,Κλάση Β,3043,10266,0.3,332,Jan-23
14562,ΠΑΛΙΑΓΙΑΝΝΗ,Κλάση Γ,2406,3579,0.7,116,Jan-23
14562,ΠΑΛΙΑΓΙΑΝΝΗ,Κλάση Δ,755,508,1.5,17,Jan-23
14563,ΚΗΦΙΣΙΑ,Κλάση A,432,15040,0.0,490,Jan-23
14563,ΚΗΦΙΣΙΑ,Κλάση Β,7433,26700,0.3,862,Jan-23
14563,ΚΗΦΙΣΙΑ,Κλάση Γ,4786,7236,0.7,234,Jan-23
14563,ΚΗΦΙΣΙΑ,Κλάση Δ,2923,1519,1.9,49,Jan-23
14563,ΚΗΦΙΣΙΑ,Κλάση Ε,846,124,6.8,4,Jan-23
14563,ΚΗΦΙΣΙΑ Ν. ΕΡΥΘΡΑΙΑ,Κλάση A,19,532,0.0,18,Jan-23
14563,ΚΗΦΙΣΙΑ Ν. ΕΡΥΘΡΑΙΑ,Κλάση Β,471,1576,0.3,51,Jan-23
14563,ΚΗΦΙΣΙΑ Ν. ΕΡΥΘΡΑΙΑ,Κλάση Γ,222,341,0.7,11,Jan-23
14563,ΚΗΦΙΣΙΑ Ν. ΕΡΥΘΡΑΙΑ,Κλάση Δ,94,62,1.5,2,Jan-23
14563,ΚΟΚΚΙΝΑΡΑΣ,Κλάση A,145,5674,0.0,185,Jan-23
14563,ΚΟΚΚΙΝΑΡΑΣ,Κλάση Β,3206,10913,0.3,353,Jan-23
14563,ΚΟΚΚΙΝΑΡΑΣ,Κλάση Γ,2178,3378,0.6,110,Jan-23
14563,ΚΟΚΚΙΝΑΡΑΣ,Κλάση Δ,533,403,1.3,13,Jan-23
14563,ΠΟΛΙΤΕΙΑ,Κλάση A,2,124,0.0,4,Jan-23
14563,ΠΟΛΙΤΕΙΑ,Κλάση Β,107,372,0.3,12,Jan-23
14564,ΑΔΑΜΕΣ,Κλάση A,306,12543,0.0,415,Jan-23
14564,ΑΔΑΜΕΣ,Κλάση Β,10494,34562,0.3,1119,Jan-23
14564,ΑΔΑΜΕΣ,Κλάση Γ,8651,13324,0.7,431,Jan-23
14564,ΑΔΑΜΕΣ,Κλάση Δ,2038,1270,1.6,41,Jan-23
14564,ΚΑΛΥΦΤΑΚΗ,Κλάση A,23,1705,0.0,55,Jan-23
14564,ΚΑΛΥΦΤΑΚΗ,Κλάση Β,422,1426,0.3,46,Jan-23
14564,ΚΑΛΥΦΤΑΚΗ,Κλάση Γ,550,807,0.7,27,Jan-23
14564,ΚΑΛΥΦΤΑΚΗ,Κλάση Δ,1330,681,2.0,22,Jan-23
14564,ΚΑΛΥΦΤΑΚΗ,Κλάση Ε,20444,341,60.0,11,Jan-23
14564,ΚΑΤΩ ΚΗΦΙΣΙΑ,Κλάση A,54,2377,0.0,79,Jan-23
14564,ΚΑΤΩ ΚΗΦΙΣΙΑ,Κλάση Β,841,3135,0.3,102,Jan-23
14564,ΚΑΤΩ ΚΗΦΙΣΙΑ,Κλάση Γ,748,1085,0.7,35,Jan-23
14564,ΚΑΤΩ ΚΗΦΙΣΙΑ,Κλάση Δ,1676,712,2.4,23,Jan-23
14564,ΚΑΤΩ ΚΗΦΙΣΙΑ,Κλάση Ε,8734,311,28.1,11,Jan-23
14564,ΚΗΦΙΣΙΑ,Κλάση A,102,4032,0.0,132,Jan-23
14564,ΚΗΦΙΣΙΑ,Κλάση Β,2795,9845,0.3,319,Jan-23
14564,ΚΗΦΙΣΙΑ,Κλάση Γ,1641,2522,0.7,83,Jan-23
14564,ΚΗΦΙΣΙΑ,Κλάση Δ,372,279,1.3,9,Jan-23
14564,ΝΕΑ ΚΗΦΙΣΙΑ,Κλάση A,1079,39422,0.0,1280,Jan-23
14564,ΝΕΑ ΚΗΦΙΣΙΑ,Κλάση Β,26801,92931,0.3,3005,Jan-23
14564,ΝΕΑ ΚΗΦΙΣΙΑ,Κλάση Γ,19609,30294,0.7,981,Jan-23
14564,ΝΕΑ ΚΗΦΙΣΙΑ,Κλάση Δ,5685,3643,1.6,118,Jan-23
14564,ΝΕΑ ΚΗΦΙΣΙΑ,Κλάση Ε,2662,341,7.8,11,Jan-23
14564,ΠΑΝΟΡΑΜΑ,Κλάση A,39,1923,0.0,63,Jan-23
14564,ΠΑΝΟΡΑΜΑ,Κλάση Β,438,1643,0.3,53,Jan-23
14564,ΠΑΝΟΡΑΜΑ,Κλάση Γ,348,526,0.7,17,Jan-23
14564,ΠΑΝΟΡΑΜΑ,Κλάση Δ,272,124,2.2,4,Jan-23
14564,ΣΥΝ ΠΕΛΟΠΟΝΝΗΣΙΩΝ,Κλάση A,13,527,0.0,17,Jan-23
14564,ΣΥΝ ΠΕΛΟΠΟΝΝΗΣΙΩΝ,Κλάση Β,266,837,0.3,27,Jan-23
14564,ΣΥΝ ΠΕΛΟΠΟΝΝΗΣΙΩΝ,Κλάση Γ,334,527,0.6,17,Jan-23
14564,ΣΥΝ ΠΕΛΟΠΟΝΝΗΣΙΩΝ,Κλάση Δ,163,124,1.3,4,Jan-23
14565,ΑΓ. ΣΤΕΦΑΝΟΣ,Κλάση A,0,62,0.0,2,Jan-23
14565,ΑΓ. ΣΤΕΦΑΝΟΣ,Κλάση Γ,51,62,0.8,2,Jan-23
14565,ΑΓ. ΣΤΕΦΑΝΟΣ,Κλάση Δ,134,92,1.5,3,Jan-23
14569,ΠΑΛΙΑΜΠΕΛΑ,Κλάση Ε,46222,93,497.0,3,Jan-23
14578,ΕΚΑΛΗ,Κλάση A,1,62,0.0,2,Jan-23
14671,ΚΗΦΙΣΙΑ Ν. ΕΡΥΘΡΑΙΑ,Κλάση A,37,1333,0.0,43,Jan-23
14671,ΚΗΦΙΣΙΑ Ν. ΕΡΥΘΡΑΙΑ,Κλάση Β,452,1581,0.3,51,Jan-23
14671,ΚΗΦΙΣΙΑ Ν. ΕΡΥΘΡΑΙΑ,Κλάση Γ,378,589,0.6,19,Jan-23
14671,ΚΗΦΙΣΙΑ Ν. ΕΡΥΘΡΑΙΑ,Κλάση Δ,146,93,1.6,3,Jan-23
14671,ΝΕΑ ΕΡΥΘΡΑΙΑ,Κλάση A,31,1550,0.0,50,Jan-23
14671,ΝΕΑ ΕΡΥΘΡΑΙΑ,Κλάση Β,418,1581,0.3,51,Jan-23
14671,ΝΕΑ ΕΡΥΘΡΑΙΑ,Κλάση Γ,145,248,0.6,8,Jan-23
14671,ΠΟΛΙΤΕΙΑ,Κλάση Β,45,93,0.5,3,Jan-23
14671,ΠΟΛΙΤΕΙΑ,Κλάση Γ,63,93,0.7,3,Jan-23
15121,ΑΝΩ ΠΕΥΚΗ,Κλάση A,15,558,0.0,18,Jan-23
15121,ΑΝΩ ΠΕΥΚΗ,Κλάση Β,476,1767,0.3,57,Jan-23
15121,ΑΝΩ ΠΕΥΚΗ,Κλάση Γ,72,124,0.6,4,Jan-23
15121,ΗΛΙΑΚΟ ΧΩΡΙΟ,Κλάση A,88,3658,0.0,118,Jan-23
15121,ΗΛΙΑΚΟ ΧΩΡΙΟ,Κλάση Β,2997,10633,0.3,343,Jan-23
15121,ΗΛΙΑΚΟ ΧΩΡΙΟ,Κλάση Γ,787,1333,0.6,43,Jan-23
15121,ΛΕΩΝ ΜΕΛΑΣ,Κλάση A,19,558,0.0,18,Jan-23
15121,ΛΕΩΝ ΜΕΛΑΣ,Κλάση Β,411,1457,0.3,47,Jan-23
15121,ΛΕΩΝ ΜΕΛΑΣ,Κλάση Γ,89,155,0.6,5,Jan-23
15121,ΠΕΥΚΗ,Κλάση A,2801,84178,0.0,2717,Jan-23
15121,ΠΕΥΚΗ,Κλάση Β,62828,224787,0.3,7253,Jan-23
15121,ΠΕΥΚΗ,Κλάση Γ,20388,33245,0.6,1073,Jan-23
15121,ΠΕΥΚΗ,Κλάση Δ,4051,2201,1.8,71,Jan-23
15121,ΠΕΥΚΗ,Κλάση Ε,2345,248,9.5,8,Jan-23
15122,ΜΑΡΟΥΣΙ,Κλάση A,2325,72810,0.0,2351,Jan-23
15122,ΜΑΡΟΥΣΙ,Κλάση Β,47273,177180,0.3,5718,Jan-23
15122,ΜΑΡΟΥΣΙ,Κλάση Γ,18467,29525,0.6,953,Jan-23
15122,ΜΑΡΟΥΣΙ,Κλάση Δ,3213,1860,1.7,60,Jan-23
15122,ΜΑΡΟΥΣΙ,Κλάση Ε,1919,93,20.6,3,Jan-23
15122,ΠΕΥΚΗ ΜΑΡΟΥΣΙ (ΟΡΙΑ),Κλάση A,6,372,0.0,12,Jan-23
15122,ΠΕΥΚΗ ΜΑΡΟΥΣΙ (ΟΡΙΑ),Κλάση Β,103,341,0.3,11,Jan-23
15122,ΠΟΛΥΔΡΟΣΟ,Κλάση A,5,155,0.0,5,Jan-23
15122,ΠΟΛΥΔΡΟΣΟ,Κλάση Β,87,279,0.3,9,Jan-23
15122,ΨΑΛΙΔΙ,Κλάση A,75,2488,0.0,81,Jan-23
15122,ΨΑΛΙΔΙ,Κλάση Β,2516,8711,0.3,281,Jan-23
15122,ΨΑΛΙΔΙ,Κλάση Γ,1682,2596,0.7,84,Jan-23
15122,ΨΑΛΙΔΙ,Κλάση Δ,406,248,1.6,8,Jan-23
15122,ΨΑΛΙΔΙ,Κλάση Ε,5747,62,92.7,2,Jan-23
15123,ΑΓ. ΘΩΜΑΣ,Κλάση A,19,503,0.0,17,Jan-23
15123,ΑΓ. ΘΩΜΑΣ,Κλάση Β,467,1698,0.3,55,Jan-23
15123,ΑΓ. ΘΩΜΑΣ,Κλάση Γ,204,310,0.7,10,Jan-23
15123,ΜΑΡΟΥΣΙ,Κλάση A,30,930,0.0,30,Jan-23
15123,ΜΑΡΟΥΣΙ,Κλάση Β,620,2170,0.3,70,Jan-23
15123,ΜΑΡΟΥΣΙ,Κλάση Γ,328,496,0.7,16,Jan-23
15123,Ν. ΦΙΛΟΘΕΗ,Κλάση A,0,0,0.0,3,Jan-23
15123,ΠΑΡΑΔΕΙΣΟΣ,Κλάση A,19,713,0.0,28,Jan-23
15123,ΠΑΡΑΔΕΙΣΟΣ,Κλάση Β,77,341,0.2,11,Jan-23
15123,ΠΑΡΑΔΕΙΣΟΣ,Κλάση Ε,22474,123,182.7,4,Jan-23
15123,ΦΙΛΟΘΕΗ,Κλάση A,710,20145,0.0,958,Jan-23
15123,ΦΙΛΟΘΕΗ,Κλάση Β,14257,50238,0.3,1622,Jan-23
15123,ΦΙΛΟΘΕΗ,Κλάση Γ,6043,9662,0.6,313,Jan-23
15123,ΦΙΛΟΘΕΗ,Κλάση Δ,1759,1165,1.5,39,Jan-23
15123,ΦΙΛΟΘΕΗ,Κλάση Ε,10356,93,111.4,3,Jan-23
15124,ΑΓ. ΘΩΜΑΣ,Κλάση A,247,9231,0.0,299,Jan-23
15124,ΑΓ. ΘΩΜΑΣ,Κλάση Β,6430,21786,0.3,703,Jan-23
15124,ΑΓ. ΘΩΜΑΣ,Κλάση Γ,3722,5917,0.6,192,Jan-23
15124,ΑΓ. ΘΩΜΑΣ,Κλάση Δ,790,514,1.5,17,Jan-23
15124,ΜΑΡΟΥΣΙ,Κλάση A,2827,89566,0.0,2895,Jan-23
15124,ΜΑΡΟΥΣΙ,Κλάση Β,44804,169492,0.3,5472,Jan-23
15124,ΜΑΡΟΥΣΙ,Κλάση Γ,16594,26286,0.6,851,Jan-23
15124,ΜΑΡΟΥΣΙ,Κλάση Δ,6712,3671,1.8,120,Jan-23
15124,ΜΑΡΟΥΣΙ,Κλάση Ε,6010,422,14.2,14,Jan-23
15124,ΠΑΡΑΔΕΙΣΟΣ,Κλάση A,17,1147,0.0,37,Jan-23
15124,ΠΑΡΑΔΕΙΣΟΣ,Κλάση Β,151,528,0.3,18,Jan-23
15124,ΠΑΡΑΔΕΙΣΟΣ,Κλάση Γ,271,372,0.7,12,Jan-23
15124,ΠΑΡΑΔΕΙΣΟΣ,Κλάση Δ,842,452,1.9,15,Jan-23
15124,ΠΑΡΑΔΕΙΣΟΣ,Κλάση Ε,8102,260,31.2,9,Jan-23
15124,ΨΑΛΙΔΙ,Κλάση A,16,341,0.1,11,Jan-23
15124,ΨΑΛΙΔΙ,Κλάση Β,122,558,0.2,18,Jan-23
15124,ΨΑΛΙΔΙ,Κλάση Δ,201,93,2.2,3,Jan-23
15125,ΛΑΚΚΑ ΚΟΤΤΟΥ,Κλάση Β,64,217,0.3,7,Jan-23
15125,ΛΑΚΚΑ ΚΟΤΤΟΥ,Κλάση Γ,36,62,0.6,2,Jan-23
15125,ΜΑΡΟΥΣΙ,Κλάση A,820,23304,0.0,755,Jan-23
15125,ΜΑΡΟΥΣΙ,Κλάση Β,15445,58165,0.3,1877,Jan-23
15125,ΜΑΡΟΥΣΙ,Κλάση Γ,5532,8773,0.6,283,Jan-23
15125,ΜΑΡΟΥΣΙ,Κλάση Δ,1330,899,1.5,29,Jan-23
15125,Ν. ΜΑΡΟΥΣΙ,Κλάση A,7,310,0.0,10,Jan-23
15125,Ν. ΜΑΡΟΥΣΙ,Κλάση Β,207,682,0.3,22,Jan-23
15125,Ν. ΜΑΡΟΥΣΙ,Κλάση Γ,116,186,0.6,6,Jan-23
15125,ΠΑΡΑΔΕΙΣΟΣ,Κλάση A,1133,37177,0.0,1205,Jan-23
15125,ΠΑΡΑΔΕΙΣΟΣ,Κλάση Β,24793,91019,0.3,2938,Jan-23
15125,ΠΑΡΑΔΕΙΣΟΣ,Κλάση Γ,11399,17508,0.7,566,Jan-23
15125,ΠΑΡΑΔΕΙΣΟΣ,Κλάση Δ,6401,3442,1.9,112,Jan-23
15125,ΠΑΡΑΔΕΙΣΟΣ,Κλάση Ε,8240,428,19.3,14,Jan-23
15125,ΠΟΛΥΔΡΟΣΟ,Κλάση A,287,8065,0.0,261,Jan-23
15125,ΠΟΛΥΔΡΟΣΟ,Κλάση Β,6050,21360,0.3,690,Jan-23
15125,ΠΟΛΥΔΡΟΣΟ,Κλάση Γ,2518,4116,0.6,133,Jan-23
15125,ΠΟΛΥΔΡΟΣΟ,Κλάση Δ,1053,588,1.8,19,Jan-23
15125,ΠΟΛΥΔΡΟΣΟ,Κλάση Ε,1257,95,13.2,4,Jan-23
15125,ΣΥΝ ΚΑΡΠΑΘΙΩΝ,Κλάση A,39,1302,0.0,42,Jan-23
15125,ΣΥΝ ΚΑΡΠΑΘΙΩΝ,Κλάση Β,1614,6076,0.3,196,Jan-23
15125,ΣΥΝ ΚΑΡΠΑΘΙΩΝ,Κλάση Γ,406,651,0.6,21,Jan-23
15125,ΣΩΡΟΥ,Κλάση A,345,10983,0.0,355,Jan-23
15125,ΣΩΡΟΥ,Κλάση Β,7763,28024,0.3,904,Jan-23
15125,ΣΩΡΟΥ,Κλάση Γ,4027,6200,0.7,200,Jan-23
15125,ΣΩΡΟΥ,Κλάση Δ,1354,713,1.9,23,Jan-23
15125,ΣΩΡΟΥ,Κλάση Ε,491,62,7.9,2,Jan-23
15126,ΑΝΑΒΡΥΤΑ,Κλάση A,9,248,0.0,8,Jan-23
15126,ΑΝΑΒΡΥΤΑ,Κλάση Β,203,744,0.3,24,Jan-23
15126,ΜΑΡΟΥΣΙ,Κλάση A,972,27188,0.0,879,Jan-23
15126,ΜΑΡΟΥΣΙ,Κλάση Β,21193,76910,0.3,2481,Jan-23
15126,ΜΑΡΟΥΣΙ,Κλάση Γ,8703,13919,0.6,449,Jan-23
15126,ΜΑΡΟΥΣΙ,Κλάση Δ,2265,1302,1.7,42,Jan-23
15126,Ν. ΜΑΡΟΥΣΙ,Κλάση A,68,2511,0.0,81,Jan-23
15126,Ν. ΜΑΡΟΥΣΙ,Κλάση Β,1949,6577,0.3,213,Jan-23
15126,Ν. ΜΑΡΟΥΣΙ,Κλάση Γ,1409,2263,0.6,73,Jan-23
15126,Ν. ΜΑΡΟΥΣΙ,Κλάση Δ,217,150,1.5,5,Jan-23
15126,ΝΕΑ ΛΕΣΒΟΣ,Κλάση A,357,10974,0.0,354,Jan-23
15126,ΝΕΑ ΛΕΣΒΟΣ,Κλάση Β,9883,34864,0.3,1125,Jan-23
15126,ΝΕΑ ΛΕΣΒΟΣ,Κλάση Γ,4695,7575,0.6,245,Jan-23
15126,ΝΕΑ ΛΕΣΒΟΣ,Κλάση Δ,690,527,1.3,17,Jan-23
15126,ΝΕΟ ΜΑΡΟΥΣΙ,Κλάση A,9,248,0.0,8,Jan-23
15126,ΝΕΟ ΜΑΡΟΥΣΙ,Κλάση Β,177,496,0.4,16,Jan-23
15126,ΝΕΟ ΜΑΡΟΥΣΙ,Κλάση Γ,196,279,0.7,9,Jan-23
15126,ΝΕΟ ΜΑΡΟΥΣΙ,Κλάση Δ,71,62,1.2,2,Jan-23
15126,ΠΑΡΑΔΕΙΣΟΣ,Κλάση A,81,2356,0.0,76,Jan-23
15126,ΠΑΡΑΔΕΙΣΟΣ,Κλάση Β,2628,8835,0.3,285,Jan-23
15126,ΠΑΡΑΔΕΙΣΟΣ,Κλάση Γ,1115,1798,0.6,58,Jan-23
15126,ΠΑΡΑΔΕΙΣΟΣ,Κλάση Δ,116,93,1.3,3,Jan-23
15126,ΠΟΛΥΔΡΟΣΟ,Κλάση A,1,124,0.0,4,Jan-23
15126,ΠΟΛΥΔΡΟΣΟ,Κλάση Β,107,341,0.3,11,Jan-23
15126,ΣΙΣΜΑΝΟΓΛΕΙΟ,Κλάση A,59,2201,0.0,71,Jan-23
15126,ΣΙΣΜΑΝΟΓΛΕΙΟ,Κλάση Β,2867,9424,0.3,304,Jan-23
15126,ΣΙΣΜΑΝΟΓΛΕΙΟ,Κλάση Γ,2091,3224,0.7,104,Jan-23
15126,ΣΙΣΜΑΝΟΓΛΕΙΟ,Κλάση Δ,436,248,1.8,8,Jan-23
15126,ΣΤΟΥΝΤΙΟ ΑΛΦΑ,Κλάση A,24,837,0.0,27,Jan-23
15126,ΣΤΟΥΝΤΙΟ ΑΛΦΑ,Κλάση Β,963,3131,0.3,101,Jan-23
15126,ΣΤΟΥΝΤΙΟ ΑΛΦΑ,Κλάση Γ,968,1519,0.6,49,Jan-23
15126,ΣΤΟΥΝΤΙΟ ΑΛΦΑ,Κλάση Δ,142,93,1.5,3,Jan-23
15126,ΣΥΝ ΔΩΔΩΝΗΣ,Κλάση A,114,3015,0.0,98,Jan-23
15126,ΣΥΝ ΔΩΔΩΝΗΣ,Κλάση Β,2753,9982,0.3,322,Jan-23
15126,ΣΥΝ ΔΩΔΩΝΗΣ,Κλάση Γ,862,1426,0.6,46,Jan-23
15126,ΣΥΝ ΚΑΡΠΑΘΙΩΝ,Κλάση A,463,12648,0.0,408,Jan-23
15126,ΣΥΝ ΚΑΡΠΑΘΙΩΝ,Κλάση Β,11841,41478,0.3,1338,Jan-23
15126,ΣΥΝ ΚΑΡΠΑΘΙΩΝ,Κλάση Γ,3864,6386,0.6,206,Jan-23
15126,ΣΥΝ ΚΑΡΠΑΘΙΩΝ,Κλάση Δ,529,341,1.6,11,Jan-23
15126,ΣΩΡΟΥ,Κλάση A,84,2511,0.0,82,Jan-23
15126,ΣΩΡΟΥ,Κλάση Β,2705,9176,0.3,296,Jan-23
15126,ΣΩΡΟΥ,Κλάση Γ,1081,1767,0.6,57,Jan-23
15126,ΣΩΡΟΥ,Κλάση Δ,140,93,1.5,3,Jan-23
15127,ΑΝΩ ΜΕΛΙΣΣΙΑ,Κλάση Β,19,62,0.3,2,Jan-23
15127,ΑΝΩ ΜΕΛΙΣΣΙΑ,Κλάση A,1,93,0.0,3,Jan-23
15127,ΑΝΩ ΜΕΛΙΣΣΙΑ,Κλάση Β,27,93,0.3,3,Jan-23
15127,ΜΕΛΙΣΣΙΑ,Κλάση A,2921,94469,0.0,3055,Jan-23
15127,ΜΕΛΙΣΣΙΑ,Κλάση Β,67672,235308,0.3,7596,Jan-23
15127,ΜΕΛΙΣΣΙΑ,Κλάση Γ,31916,50709,0.6,1638,Jan-23
15127,ΜΕΛΙΣΣΙΑ,Κλάση Δ,5576,3512,1.6,114,Jan-23
15127,ΜΕΛΙΣΣΙΑ,Κλάση Ε,8705,403,21.6,13,Jan-23
15127,ΤΕΡΨΙΘΕΑ,Κλάση A,21,1209,0.0,39,Jan-23
15127,ΤΕΡΨΙΘΕΑ,Κλάση Β,642,2015,0.3,65,Jan-23
15127,ΤΕΡΨΙΘΕΑ,Κλάση Γ,323,527,0.6,17,Jan-23
15231,ΚΑΤΩ ΧΑΛΑΝΔΡΙ,Κλάση A,513,14435,0.0,570,Jan-23
15231,ΚΑΤΩ ΧΑΛΑΝΔΡΙ,Κλάση Β,10033,38020,0.3,1390,Jan-23
15231,ΚΑΤΩ ΧΑΛΑΝΔΡΙ,Κλάση Γ,4049,6407,0.6,279,Jan-23
15231,ΚΑΤΩ ΧΑΛΑΝΔΡΙ,Κλάση Δ,915,474,1.9,22,Jan-23
15231,ΧΑΛΑΝΔΡΙ,Κλάση A,1676,49602,0.0,1828,Jan-23
15231,ΧΑΛΑΝΔΡΙ,Κλάση Β,32347,118922,0.3,4331,Jan-23
15231,ΧΑΛΑΝΔΡΙ,Κλάση Γ,13764,21734,0.6,904,Jan-23
15231,ΧΑΛΑΝΔΡΙ,Κλάση Δ,5187,2893,1.8,122,Jan-23
15231,ΧΑΛΑΝΔΡΙ,Κλάση Ε,3197,432,7.4,17,Jan-23
15232,ΚΑΤΩ ΧΑΛΑΝΔΡΙ,Κλάση A,360,10416,0.0,391,Jan-23
15232,ΚΑΤΩ ΧΑΛΑΝΔΡΙ,Κλάση Β,7766,28471,0.3,1012,Jan-23
15232,ΚΑΤΩ ΧΑΛΑΝΔΡΙ,Κλάση Γ,2999,4860,0.6,199,Jan-23
15232,ΚΑΤΩ ΧΑΛΑΝΔΡΙ,Κλάση Δ,800,525,1.5,21,Jan-23
