Ημερομηνία,ΟΣΥ,ΣΤΑΣΥ,Γραμμή 1,Γραμμή 2,Γραμμή 3,Αεροδρόμιο,ΤΡΑΜ,ΚΤΕΛ,ΣΥΝΟΛΟ ΟΣΥ ΣΤΑΣΥ,ΣΥΝΟΛΟ ΟΣΥ ΚΤΕΛ,ΓΕΝΙΚΟ ΣΥΝΟΛΟ ΟΣΥ ΚΤΕΛ ΣΤΑΣΥ
17/9/2022,130862,709626,219269,274866,193622,8350,13519,14729,840488,145591,855217
18/9/2022,87322,513984,158884,196573,136910,7753,13864,7887,601306,95209,609193
19/9/2022,230564,1055102,308499,412166,309081,11206,14150,15167,1285666,245731,1300833
20/9/2022,227617,1091728,315053,426861,323846,11176,14792,14790,1319345,242407,1334135
21/9/2022,4566,4948,247,36,145,2246,2274,8439,9514,13005,17953
22/9/2022,228929,1152785,329475,447713,352027,11275,12295,13138,1381714,242067,1394852
23/9/2022,223657,1122871,324852,436690,339736,11174,10419,16459,1346528,240116,1362987
24/9/2022,138638,758400,234723,295935,208053,8303,11386,11858,897038,150496,908896
25/9/2022,92359,568105,176354,213227,157118,7915,13491,6857,660464,99216,667321
26/9/2022,227946,1091156,312093,422050,331542,11244,14227,14115,1319102,242061,1333217
27/9/2022,222502,1108729,314060,431541,337657,10626,14845,17185,1331231,239687,1348416
28/9/2022,233845,1128702,318468,437408,346096,10930,15800,14702,1362547,248547,1377249
29/9/2022,236019,1145664,324420,445772,351480,10712,13280,16929,1381683,252948,1398612
30/9/2022,231130,1193070,353096,460207,354893,10981,13893,16591,1424200,247721,1440791
1/10/2022,139138,766993,230072,297590,220083,8147,11101,11417,906131,150555,917548
2/10/2022,89293,632432,189322,244862,177157,7714,13377,8041,721725,97334,729766
3/10/2022,236535,1142541,333172,441028,345771,11251,11319,14858,1379076,251393,1393934
4/10/2022,242589,1184796,337450,459120,362556,11105,14565,17096,1427385,259685,1444481
5/10/2022,228995,1188475,338163,457979,366362,11134,14837,16572,1417470,245567,1434042
6/10/2022,242390,1200003,343978,461797,369284,10582,14362,15596,1442393,257986,1457989
7/10/2022,234513,1191642,340977,455867,373295,10790,10713,15209,1426155,249722,1441364
8/10/2022,143180,801481,243095,304410,234451,7826,11699,11831,944661,155011,956492
9/10/2022,95523,609250,185440,227351,176568,7426,12465,7144,704773,102667,711917
10/10/2022,240641,1225156,335816,464633,399162,11565,13980,15487,1465797,256128,1481284
11/10/2022,245937,1272041,333466,474303,437342,11176,15754,18078,1517978,264015,1536056
12/10/2022,239052,1257407,332449,468624,431004,11311,14019,16147,1496459,255199,1512606
13/10/2022,224404,1271667,336340,473813,434985,11123,15406,17620,1496071,242024,1513691
14/10/2022,224383,1223294,322516,461994,417893,11003,9888,14873,1447677,239256,1462550
15/10/2022,129341,782088,216439,295561,252109,7656,10323,8800,911429,138141,920229
16/10/2022,88187,628188,178017,222577,208051,7413,12130,7574,716375,95761,723949
17/10/2022,238879,1259048,338412,468619,426662,11222,14133,15225,1497927,254104,1513152
18/10/2022,245231,1264544,334392,477894,427395,11180,13683,14680,1509775,259911,1524455
19/10/2022,244197,1271067,336177,476493,432617,10989,14791,15339,1515264,259536,1530603
20/10/2022,241628,1302798,347166,489207,439486,10767,16172,21335,1544426,262963,1565761
21/10/2022,239552,1297391,341406,489034,444193,10780,11978,17097,1536943,256649,1554040
22/10/2022,147778,864631,235665,323187,285262,7997,12520,12184,1012409,159962,1024593
23/10/2022,95873,643525,174552,230457,217620,7419,13477,7542,739398,103415,746940
24/10/2022,201137,1253173,332562,468198,425977,11116,15320,15333,1454310,216470,1469643
25/10/2022,288017,1296874,342791,487430,440432,10983,15238,18005,1584891,306022,1602896
26/10/2022,244517,1284576,339346,483071,436345,10409,15405,17262,1529093,261779,1546355
27/10/2022,233239,1262454,343875,476695,416683,9949,15252,17721,1495693,250960,1513414
28/10/2022,76682,618800,173039,221438,210860,7172,6291,7415,695482,84097,702897
29/10/2022,132429,783489,222620,295551,247285,7452,10581,9227,915918,141656,925145
30/10/2022,91566,623701,191540,214811,195492,7102,14756,7406,715267,98972,722673
31/10/2022,242436,1232715,329087,466392,413577,10862,12797,14776,1475151,257212,1489927
1/11/2022,244503,1287095,341323,485132,434173,10811,15656,15873,1531598,260376,1547471
2/11/2022,246497,1288031,339810,487044,435976,10430,14771,16827,1534528,263324,1551355
3/11/2022,248020,1310966,349168,493144,444002,10484,14168,16538,1558986,264558,1575524
4/11/2022,242931,1322560,347547,500868,450851,10769,12525,18628,1565491,261559,1584119
5/11/2022,137981,818416,227694,310230,261314,7012,12166,9971,956397,147952,966368
6/11/2022,62407,419030,116779,154777,133974,5815,7685,6340,481437,68747,487777
7/11/2022,241214,1267628,334963,478081,431891,10695,11998,15130,1508842,256344,1523972
8/11/2022,248412,1320848,350237,496781,449080,10009,14741,16198,1569260,264610,1585458
9/11/2022,5979,136582,111365,12694,374,36,12113,9468,142561,15447,152029
10/11/2022,249390,1347275,359738,508779,459195,5696,13867,14381,1596665,263771,1611046
11/11/2022,244853,1352900,354842,511433,462963,11655,12007,18391,1597753,263244,1616144
12/11/2022,128056,930317,241286,365824,303601,7451,12155,9690,1058373,137746,1068063
13/11/2022,77995,780829,196080,297803,266967,9010,10969,5797,858824,83792,864621
14/11/2022,237930,1245518,326907,469524,423122,11058,14907,14267,1483448,252197,1497715
15/11/2022,237377,1222936,329002,466907,403396,9837,13794,16442,1460313,253819,1476755
16/11/2022,227503,1207412,326896,456226,401756,9957,12577,15401,1434915,242904,1450316
17/11/2022,178089,994714,298355,350903,324117,8267,13072,14235,1172803,192324,1187038
18/11/2022,231212,1270840,337665,487918,425314,10144,9799,16735,1502052,247947,1518787
19/11/2022,143531,838050,236396,320352,262761,7171,11370,11786,981581,155317,993367
20/11/2022,84164,565271,157041,206724,183202,6700,11604,6491,649435,90655,655926
21/11/2022,233738,1214352,325712,457939,408540,10584,11577,14403,1448090,248141,1462493
22/11/2022,239001,1253922,334563,469094,426961,9601,13703,10158,1492923,249159,1503081
23/11/2022,217810,1193060,319032,449511,403338,9172,12007,13573,1410870,231383,1424443
24/11/2022,238954,1280230,341989,483261,432172,9891,12917,15728,1519184,254682,1534912
25/11/2022,232817,1322335,353404,506682,441337,10276,10636,17823,1555152,250640,1572975
26/11/2022,140918,842582,235192,321180,266770,6802,12638,10561,983500,151479,994061
27/11/2022,91135,647770,181783,244974,203252,6712,11049,6664,738905,97799,745569
28/11/2022,217169,1167977,310828,441918,394083,9890,11258,13255,1385146,230424,1398401
29/11/2022,230706,1225375,326274,463623,413922,9249,12307,14283,1456081,244989,1470364
30/11/2022,188657,1094382,287869,417780,370024,8570,10139,12261,1283039,200918,1295300
1/12/2022,222260,1249762,328884,480464,419304,9344,11766,15655,1472022,237915,1487677
2/12/2022,232117,1300872,342513,498473,439487,9943,10456,14067,1532989,246184,1547056
3/12/2022,140605,882523,236368,342559,285553,6863,11180,11796,1023128,152401,1034924
4/12/2022,91629,671457,179127,249408,223936,6867,12119,9534,763086,101163,772620
5/12/2022,231642,1225441,331516,459112,412427,10152,12234,15947,1457083,247589,1473030
6/12/2022,214953,1182866,331820,421001,408695,9014,12336,14628,1397819,229581,1412447
7/12/2022,230067,1257659,331269,480756,422934,9690,13010,17257,1487726,247324,1504983
8/12/2022,233948,1286048,341187,486631,434018,10033,14179,13873,1519996,247821,1533869
9/12/2022,231566,1285185,342031,486887,434786,10052,11429,15238,1516751,246804,1531989
10/12/2022,134557,876655,237580,342005,279843,7110,10117,11108,1011212,145665,1022320
11/12/2022,86815,653664,178845,250431,207280,6520,10588,6902,740479,93717,747381
12/12/2022,227392,1225184,323959,467709,411086,9994,12436,12484,1452576,239876,1465060
13/12/2022,229531,1259197,338682,469207,428767,9340,13201,15181,1488728,244712,1503909
14/12/2022,230080,1261744,338566,473040,428455,9131,12552,15984,1491824,246064,1507808
15/12/2022,193245,1295741,347442,487370,438760,9462,12707,15857,1488986,209102,1504843
16/12/2022,263731,1334524,350643,510340,451392,9851,12298,16062,1598255,279793,1614317
17/12/2022,136825,970506,255874,386172,311099,7263,10098,10629,1107331,147454,1117960
18/12/2022,102189,777241,198010,306015,252437,6901,13878,7645,879430,109834,887075
19/12/2022,229096,1236435,316228,477795,420187,9511,12714,12587,1465531,241683,1478118
20/12/2022,129101,1277656,341494,486057,425942,9910,14253,12021,1406757,141122,1418778
21/12/2022,223958,1320556,350059,507069,441216,9753,12459,14509,1544514,238467,1559023
22/12/2022,221090,1329541,351618,511832,441756,9668,14667,15098,1550631,236188,1565729
23/12/2022,204585,1248146,334020,491489,402951,9750,9936,13825,1452731,218410,1466556
24/12/2022,110502,769683,214260,305715,233442,6298,9968,8618,880185,119120,888803
25/12/2022,48440,420489,115733,160280,132018,4152,8306,4498,468929,52938,473427
26/12/2022,65541,620162,161730,240511,202116,6321,9484,4070,685703,69611,689773
27/12/2022,184598,1091504,295357,436302,339129,9063,11653,10043,1276102,194641,1286145
28/12/2022,191744,1135722,304887,445531,360686,9260,15358,13741,1327466,205485,1341207
29/12/2022,193988,1137841,301231,452949,360581,9075,14005,12904,1331829,206892,1344733
30/12/2022,194221,1084116,292848,436878,338209,8805,7376,12300,1278337,206521,1290637
31/12/2022,100121,617405,177396,241681,176902,5525,15901,7342,717526,107463,724868
1/1/2023,41773,388645,111033,147313,120007,4611,5681,4315,430418,46088,434733
2/1/2023,122461,760981,207081,293367,242451,7633,10449,9712,883442,132173,893154
3/1/2023,188523,1009570,276782,397634,313532,8583,13039,11279,1198093,199802,1209372
4/1/2023,194083,1042126,280933,408211,331971,9029,11982,14735,1236209,208818,1250944
5/1/2023,188530,1046431,285156,406167,332216,8765,14127,11830,1234961,200360,1246791
6/1/2023,73881,551037,156061,202480,179494,5849,7153,7398,624918,81279,632316
7/1/2023,120939,748343,211534,289458,231184,6615,9552,8065,869282,129004,877347
8/1/2023,78480,544903,159931,197915,169254,6324,11479,5383,623383,83863,628766
9/1/2023,221114,1166337,316192,439971,388217,9965,11992,12735,1387451,233849,1400186
10/1/2023,192295,1111276,298734,421249,372679,8782,9832,12877,1303571,205172,1316448
11/1/2023,224349,1211464,322867,456444,410490,9720,11943,13153,1435813,237502,1448966
12/1/2023,224050,1234840,327759,465277,418952,9351,13501,13490,1458890,237540,1472380
13/1/2023,223902,1242990,328888,472436,421499,9706,10461,15533,1466892,239435,1482425
14/1/2023,133335,841073,241164,318878,265239,6516,9276,10807,974408,144142,985215
15/1/2023,87146,642053,186406,236530,200288,6346,12483,7847,729199,94993,737046
16/1/2023,209978,1184988,319541,443155,399946,10112,12234,12163,1394966,222141,1407129
17/1/2023,222737,1215569,324141,462319,407454,9210,12445,14677,1438306,237414,1452983
18/1/2023,223573,1207742,325576,454760,405813,9215,12378,15075,1431315,238648,1446390
19/1/2023,223796,1228436,328109,463660,414860,9244,12563,13713,1452232,237509,1465945
20/1/2023,200645,1186959,316667,453040,399760,9023,8469,13847,1387604,214492,1401451
21/1/2023,127728,780149,218414,301113,243954,6442,10226,9528,907877,137256,917405
22/1/2023,82187,562905,158761,204662,182884,6524,10074,5806,645092,87993,650898
23/1/2023,224841,1183775,319103,442610,399035,9774,13253,11892,1408616,236733,1420508
24/1/2023,227622,1202556,324185,453130,403105,9109,13027,16014,1430178,243636,1446192
25/1/2023,219680,1174709,310846,444444,398792,9207,11420,14385,1394389,234065,1408774
26/1/2023,149118,932513,239250,354618,322094,8224,8327,10148,1081631,159266,1091779
27/1/2023,209828,1203687,317885,461993,405754,9331,8724,12351,1413515,222179,1425866
28/1/2023,134837,839803,232780,323522,267030,6668,9803,9996,974640,144833,984636
29/1/2023,80869,575382,166645,206485,185155,6407,10690,5227,656251,86096,661478
30/1/2023,221306,1140245,306779,436365,376389,9684,11028,13180,1361551,234486,1374731
31/1/2023,225861,1198422,319319,454016,403572,9109,12406,15363,1424283,241224,1439646
1/2/2023,220875,1186231,315890,449986,398237,9164,12954,14678,1407106,235553,1421784
2/2/2023,226445,1177094,273215,468222,413038,9426,13193,14556,1403539,241001,1418095
3/2/2023,222842,1244172,331714,474527,418775,9717,9439,15939,1467014,238781,1482953
4/2/2023,129524,790837,221836,304682,248553,6524,9242,10313,920361,139837,930674
5/2/2023,48105,367928,102139,139733,112279,6163,7614,3390,416033,51495,419423
6/2/2023,71287,587099,156059,223096,195669,5193,7082,2749,658386,74036,661135
7/2/2023,148617,894081,233940,348497,296664,7196,7784,5840,1042698,154457,1048538
8/2/2023,171355,1041607,270452,403604,349536,7595,10420,9031,1212962,180386,1221993
9/2/2023,182558,1135692,296422,433479,386065,8584,11142,10557,1318250,193115,1328807
10/2/2023,195588,1203585,309800,465216,411594,9707,7268,12002,1399173,207590,1411175
11/2/2023,120478,816007,222500,314625,263508,6567,8807,9542,936485,130020,946027
12/2/2023,82243,595158,163729,214510,198597,6838,11484,5325,677401,87568,682726
13/2/2023,213783,1213340,325179,453098,414089,10148,10826,12343,1427123,226126,1439466
14/2/2023,219511,1264206,332568,476532,432115,9592,13399,14506,1483717,234017,1498223
15/2/2023,208064,1207793,310314,466151,412747,9813,8768,16080,1415857,224144,1431937
16/2/2023,217815,1228501,326214,457062,422856,9837,12532,14372,1446316,232187,1460688
17/2/2023,216918,1249293,330528,475207,422936,10193,10429,13212,1466211,230130,1479423
18/2/2023,134284,868652,239359,330441,280222,7473,11157,13022,1002936,147306,1015958
19/2/2023,90125,657925,185255,237588,214428,7321,13333,7621,748050,97746,755671
20/2/2023,219670,1251538,324934,474687,427823,10751,13343,15413,1471208,235083,1486621
21/2/2023,226941,1237896,329016,467235,418918,9544,13183,14432,1464837,241373,1479269
22/2/2023,229211,1259048,329695,475085,429997,10180,14091,15858,1488259,245069,1504117
23/2/2023,228284,1270814,336593,478597,432468,10047,13109,16636,1499098,244920,1515734
24/2/2023,223965,1231498,329013,467413,413703,10401,10968,14951,1455463,238916,1470414
25/2/2023,132091,803469,233515,300279,250853,6915,11907,12665,935560,144756,948225
26/2/2023,77033,560279,158095,204636,179229,6312,12007,5894,637312,82927,643206
27/2/2023,65132,427300,128571,153271,131555,6112,7791,6670,492432,71802,499102
28/2/2023,221848,1181781,316506,445526,397702,9511,12536,12663,1403629,234511,1416292
1/3/2023,228662,999128,183019,415050,380373,8254,12432,16494,1227790,245156,1244284
2/3/2023,221169,344855,298833,31967,230,48,13777,13607,566024,234776,579631
3/3/2023,215955,1252673,326016,485766,423404,6654,10833,15703,1468628,231658,1484331
4/3/2023,131988,790180,211796,308465,255886,5203,8830,12079,922168,144067,934247
5/3/2023,85626,279678,72620,105266,88725,2118,10949,6616,365304,92242,371920
6/3/2023,231780,1235438,323639,463824,426597,8128,13250,16888,1467218,248668,1484106
7/3/2023,232397,1262971,338204,474764,429223,7551,13229,16970,1495368,249367,1512338
8/3/2023,5003,200453,91153,46900,57009,957,4434,8302,205456,13305,213758
9/3/2023,232806,1287298,344774,485188,437246,7646,12444,16259,1520104,249065,1536363
10/3/2023,232248,1294922,346697,488596,441390,8132,10107,18467,1527170,250715,1545637
11/3/2023,142306,864302,235331,327863,282569,5546,12993,13872,1006608,156178,1020480
12/3/2023,85014,576623,179730,193693,191882,4920,6398,8136,661637,93150,669773
13/3/2023,227582,1241607,328086,463865,424488,8676,16492,16110,1469189,243692,1485299
14/3/2023,236425,1283864,344261,478883,439022,8112,13586,18792,1520289,255217,1539081
15/3/2023,228337,1259550,331868,471530,434089,8420,13643,18450,1487887,246787,1506337
16/3/2023,81884,239180,76242,70295,87248,523,4872,9784,321064,91668,330848
17/3/2023,209825,1253606,323171,482165,432148,9040,7082,15080,1463431,224905,1478511
18/3/2023,132727,854274,227892,328138,281792,5794,10658,12748,987001,145475,999749
19/3/2023,77153,716654,186484,275229,237250,6200,11491,7871,793807,85024,801678
20/3/2023,226920,1265389,328597,479833,435125,8870,12964,17492,1492309,244412,1509801
21/3/2023,226152,1253839,327795,475827,428808,8173,13236,16278,1479991,242430,1496269
22/3/2023,229843,1269448,333431,478355,434564,9246,13852,18989,1499291,248832,1518280
23/3/2023,243155,1322574,345269,497847,455420,10419,13619,17784,1565729,260939,1583513
24/3/2023,212857,1171405,335346,426661,391674,9116,8608,20023,1384262,232880,1404285
25/3/2023,68448,675424,184807,243687,231565,5793,9572,8047,743872,76495,751919
26/3/2023,83322,609356,169504,220957,197637,7204,14054,7116,692678,90438,699794
27/3/2023,224280,1246984,329172,468993,424827,10232,13760,17584,1471264,241864,1488848
28/3/2023,201265,996293,267685,373664,336322,7901,10721,16783,1197558,218048,1214341
29/3/2023,227003,1270097,329893,480322,437586,9734,12562,16185,1497100,243188,1513285
30/3/2023,235877,1311268,340310,495128,451127,10071,14632,17584,1547145,253461,1564729
31/3/2023,227659,1335680,348026,508757,457202,10274,11421,17963,1563339,245622,1581302
1/4/2023,140776,911671,247045,350346,292968,7355,13957,13588,1052447,154364,1066035
2/4/2023,82923,586238,170751,223775,173892,6928,10892,8900,669161,91823,678061
3/4/2023,118179,1243785,328524,467118,423500,11096,13547,13473,1361964,131652,1375437
4/4/2023,149611,1318190,348326,496056,448175,10596,15037,18356,1467801,167967,1486157
5/4/2023,153973,1385300,365813,514960,475120,11696,17711,18049,1539273,172022,1557322
6/4/2023,121940,1368616,360542,510873,467960,11907,17334,18598,1490556,140538,1509154
7/4/2023,125143,1419381,373690,535291,484596,12423,13381,17358,1544524,142501,1561882
8/4/2023,136732,906097,246309,346872,292018,8269,12629,11587,1042829,148319,1054416
9/4/2023,92419,721991,206293,265738,227684,7566,14710,9832,814410,102251,824242
10/4/2023,205345,1175106,308694,450528,391611,10960,13313,16108,1380451,221453,1396559
11/4/2023,153173,1178228,317861,449792,385169,10953,14453,16309,1331401,169482,1347710
12/4/2023,190845,1103066,299911,420815,357063,10150,15127,16094,1293911,206939,1310005
13/4/2023,164065,1067494,396202,358312,290359,9256,13365,15149,1231559,179214,1246708
14/4/2023,102002,562446,167110,216089,163643,6712,8892,9242,664448,111244,673690
15/4/2023,74747,414788,129834,154329,116779,5927,7919,9498,489535,84245,499033
16/4/2023,33824,252973,81755,88382,73046,5694,4096,4589,286797,38413,291386
17/4/2023,44594,348151,108584,123882,103758,5860,6067,4516,392745,49110,397261
18/4/2023,143005,847400,239361,324283,265273,8811,9672,13887,990405,156892,1004292
19/4/2023,170666,978107,268273,372708,314987,9703,12436,13901,1148773,184567,1162674
20/4/2023,177411,1082666,296647,411376,351049,9652,13942,16143,1260077,193554,1276220
21/4/2023,189897,1100632,299657,421151,359317,10144,10363,16655,1290529,206552,1307184
22/4/2023,119681,752498,214201,284620,233349,7526,12802,14146,872179,133827,886325
23/4/2023,80740,563418,164934,202343,177318,7318,11505,6908,644158,87648,651066
24/4/2023,210418,1233940,329577,460262,419637,11122,13342,15650,1444358,226068,1460008
25/4/2023,223529,1278982,341007,479016,433174,10804,14981,18441,1502511,241970,1520952
26/4/2023,221610,1290638,347820,480832,436712,11145,14129,18572,1512248,240182,1530820
27/4/2023,227983,1318433,350189,492315,447811,11064,17054,19827,1546416,247810,1566243
28/4/2023,219276,1317193,353212,498308,442872,11009,11792,20015,1536469,239291,1556484
29/4/2023,133076,852994,244403,319843,268813,7986,11949,13789,986070,146865,999859
30/4/2023,81365,608624,169937,221554,195041,7436,14656,8327,689989,89692,698316
1/5/2023,42972,2530,202,48,117,422,1741,6691,45502,49663,52193
2/5/2023,217728,1259949,334929,474899,427138,11392,11591,18080,1477677,235808,1495757
3/5/2023,222186,1316677,349756,492106,449492,11342,13981,17321,1538863,239507,1556184
4/5/2023,230979,1331957,353302,499337,450082,11139,18097,19533,1562936,250512,1582469
5/5/2023,211269,1288160,339514,485745,440507,11090,11304,18376,1499429,229645,1517805
6/5/2023,135142,912167,251744,342139,298608,8459,11217,12388,1047309,147530,1059697
7/5/2023,92652,685020,194907,246328,221098,8200,14487,10296,777672,102948,787968
8/5/2023,230725,1313405,347567,488946,448052,11940,16900,17217,1544130,247942,1561347
9/5/2023,224317,1310530,348596,488846,445634,11418,16036,19632,1534847,243949,1554479
10/5/2023,231221,1296465,340340,491741,437612,11531,15241,18382,1527686,249603,1546068
11/5/2023,224557,1298701,343391,485827,441354,11398,16731,19817,1523258,244374,1543075
12/5/2023,228076,1363414,357949,511802,469432,11611,12620,18713,1591490,246789,1610203
13/5/2023,144359,931388,256410,351740,302343,8796,12099,13346,1075747,157705,1089093
14/5/2023,93181,702076,204691,244201,228472,8009,16703,9993,795257,103174,805250
15/5/2023,225263,1279389,341386,476840,434778,11706,14679,17440,1504652,242703,1522092
16/5/2023,226346,1292926,342021,485519,438999,11300,15087,17522,1519272,243868,1536794
17/5/2023,227793,1357570,357384,512887,459201,11757,16341,19453,1585363,247246,1604816
18/5/2023,218660,1370510,355414,524813,462399,12083,15801,18997,1589170,237657,1608167
19/5/2023,200893,1224516,331998,459980,407545,11418,13575,19853,1425409,220746,1445262
20/5/2023,124556,758694,220344,285815,233687,8217,10631,14327,883250,138883,897577
21/5/2023,83493,528672,161658,185172,161399,7611,12832,9498,612165,92991,621663
22/5/2023,180951,1040768,285676,392026,340805,10938,11323,14432,1221719,195383,1236151
23/5/2023,217894,1245289,332164,463001,422965,11358,15801,19300,1463183,237194,1482483
24/5/2023,219161,1258702,332535,468107,432239,11069,14752,16570,1477863,235731,1494433
25/5/2023,229317,1278451,337642,476760,437288,11091,15670,20924,1507768,250241,1528692
26/5/2023,218778,1298272,341224,489894,441563,11417,14174,19490,1517050,238268,1536540
27/5/2023,135788,861757,236900,326069,278921,8281,11586,13509,997545,149297,1011054
28/5/2023,81791,623347,173557,222451,203243,7861,16235,10471,705138,92262,715609
29/5/2023,222846,1232186,326959,460998,419287,10966,13976,17230,1455032,240076,1472262
30/5/2023,227200,1260473,331567,473551,428174,11005,16176,17335,1487673,244535,1505008
31/5/2023,222163,1260765,332277,472364,428313,11640,16171,19689,1482928,241852,1502617
1/6/2023,232854,1297383,342754,487323,440361,11245,15700,18995,1530237,251849,1549232
2/6/2023,216064,1237353,331652,464782,416068,11382,13469,19671,1453417,235735,1473088
3/6/2023,139288,793823,228109,301615,243775,8420,11904,10243,933111,149531,943354
4/6/2023,85299,558054,162902,199400,172833,7683,15236,9091,643353,94390,652444
5/6/2023,132840,719622,215256,269455,214363,8663,11885,13198,852462,146038,865660
6/6/2023,232007,1242910,333910,465962,415140,11555,16343,17791,1474917,249798,1492708
7/6/2023,228178,1272732,336891,477471,432271,12211,13888,17538,1500910,245716,1518448
8/6/2023,228228,1282526,341052,476914,433022,11743,19795,16411,1510754,244639,1527165
9/6/2023,220451,1288382,341927,486499,433853,11579,14524,19066,1508833,239517,1527899
10/6/2023,138511,849010,235327,328726,264702,8407,11848,16000,987521,154511,1003521
11/6/2023,82285,556259,161571,198340,173324,8365,14659,8989,638544,91274,647533
12/6/2023,223520,1227787,327353,460546,412599,12052,15237,17334,1451307,240854,1468641
13/6/2023,223139,1247939,332889,468086,419999,11591,15374,15035,1471078,238174,1486113
14/6/2023,226391,1298322,341537,491690,436485,12232,16378,19052,1524713,245443,1543765
15/6/2023,218122,1290476,339975,491103,430906,12234,16258,17231,1508598,235353,1525829
16/6/2023,219277,1261417,335651,477295,420862,11908,15701,17738,1480694,237015,1498432
17/6/2023,127511,765554,220480,291106,235918,8399,9651,13273,893065,140784,906338
18/6/2023,75973,550151,159760,201103,169293,8112,11883,8361,626124,84334,634485
19/6/2023,224472,1268433,333662,477553,426181,12579,18458,15616,1492905,240088,1508521
20/6/2023,226929,1290627,340174,487773,432028,12147,18505,17931,1517556,244860,1535487
21/6/2023,222525,1348966,353206,512568,453584,12578,17030,17878,1571491,240403,1589369
22/6/2023,223393,1322820,346687,500592,443894,13835,17812,18706,1546213,242099,1564919
23/6/2023,197972,1211665,323571,462851,398681,13008,13554,16126,1409637,214098,1425763
24/6/2023,122765,731878,210759,280278,220486,9321,11034,12865,854643,135630,867508
25/6/2023,92210,556774,173361,199038,162431,8254,13690,10334,648984,102544,659318
26/6/2023,186981,1071479,290579,407211,347758,11447,14484,13111,1258460,200092,1271571
27/6/2023,210713,1223288,315110,466816,413401,11612,16349,19327,1434001,230040,1453328
28/6/2023,216474,1225262,322446,462720,410637,12113,17346,17036,1441736,233510,1458772
29/6/2023,216460,1239659,324920,470415,417049,11821,15454,16996,1456119,233456,1473115
30/6/2023,210851,1242650,331533,470559,413494,11708,15356,17560,1453501,228411,1471061
